pelicula,anio,actor,personaje
Géminis,2005,Daniel Burghi,Médico
Germania,2013,Brenda Krütli,Brenda
Germania,2013,Lucas Schell,Lucas
Germania,2013,Margarita Greifenstein,Madre
Germania,2013,Benigno Lell,Jorge
Germania,2013,Alejandra Lell,Alejandra
Germania,2013,Arnoldo Wagner,Cura
Germania,2013,Gabriel Zaragoza,Gabi
Germania,2013,Damián Regner,Nelson
Germania,2013,Nicolás Ulrich,Amigo
Germania,2013,Pablo Kriger,Amigo
Germania,2013,Daniel Dalinger,Amigo
Germania,2013,Juan Gabriel Schell,Amigo
Germania,2013,Daniela Roskopf,Amiga
Germania,2013,Elda Schell,Elda
Germania,2013,Graciela María Rau,Mujer Jorge
Germania,2013,Heriberto Lell,Comprador
Germania,2013,Horacio Kriger,Comprador
Germania,2013,Cochirila Espíndola,Guanero
Germania,2013,Raúl Zapata,Guanero
Germania,2013,Gabriel Zapata,Guanero
Germania,2013,Martín Zárate,Guanero
Germania,2013,Esteban Zapata,Guanero
Germania,2013,Jorge Daniel Ruhl,Guanero
Germania,2013,Mario Gustavo Abatilli,Guanero
Germania,2013,Ángel Espíndola,Guanero
Germania,2013,Aurelia Weber,Mujer coro
Germania,2013,Ofelia Schneider,Mujer coro
Germania,2013,Érica Schneider,Mujer coro
Germania,2013,Laura Erhardt,Mujer coro
Germania,2013,Alicia Erdhart,Mujer coro
Germania,2013,María Dorotea Buldra,Mujer coro
Germania,2013,Susana Klein,Mujer coro
Germania,2013,Érica Umführer,Mujer coro
Germania,2013,María Luisa Mohr,Mujer coro
Germania,2013,Aurelia Mohr de Schneider,Mujer coro
Germania,2013,Marta Matilde Schneider,Mujer coro
Germania,2013,Sandra Melina Gotte,Rezo en gruta
Germania,2013,Marcelo Lell,Rezo en gruta
Germania,2013,Alcira María Keiner,Rezo en gruta
Germania,2013,Margarita Gareis,Rezo en gruta
Glue,2006,Nahuel Pérez Biscayart,Lucas
Glue,2006,Nahuel Viale,Nacho
Glue,2006,Inés Efrón,Andrea
Glue,2006,Verónica Llinás,Mecha
Glue,2006,Héctor Díaz,Freddy
Glue,2006,Florencia Braier,Flor
Dios se lo pague,1948,Zully Moreno,Nancy
Dios se lo pague,1948,Arturo de Córdova,Mario Álvarez
Dios se lo pague,1948,Florindo Ferrario,"Barato, a thief"
Dios se lo pague,1948,Enrique Chaico,Richardson
Dios se lo pague,1948,Zoe Ducós,Perikles
Dios se lo pague,1948,Federico Mansilla,
Dios se lo pague,1948,José Comellas,
Dios se lo pague,1948,Roberto Bordoni,
Dios se lo pague,1948,Tito Grassi,
Dios se lo pague,1948,Adolfo Linvel,
Dios se lo pague,1948,Enrique de Pedro,
Dios se lo pague,1948,Aída Villadeamigo,
Dios se lo pague,1948,Nicolás Taricano,
Dios se lo pague,1948,José Antonio Paonessa,
Dios se lo pague,1948,Ramón J. Garay,
gogol 16,2020,Laura Nevole,Marta
gogol 16,2020,Pablo Ragoni,Javier
gogol 16,2020,Martín Aletta,Javi
gogol 16,2020,Sofía Brihet,Lucila
gogol 16,2020,Alexander Dementyev,
gogol 16,2020,Claudio Mattos,Diego
gogol 16,2020,Natalia Miranda,Barbara
Días de pesca,2012,Alejandro Awada,Marco
Días de pesca,2012,Victoria Almeida,Ana
Días de pesca,2012,Oscar Ayala,Mánager
Días de pesca,2012,Diego Caballero,José
Días de pesca,2012,Daniel Keller,Daniel
Días de pesca,2012,Martín Galíndez,Fito
Días de pesca,2012,Santiago Sorín,Gianni
Días de pesca,2012,Romina Medina,Pupila
Buena vida delivery,2004,Ignacio Toselli,Hernán
Buena vida delivery,2004,Mariana Anghileri,Pato
Buena vida delivery,2004,Oscar Núñez,Venancio
Buena vida delivery,2004,Alicia Palmes,Elvira
Buena vida delivery,2004,Sofía da Silva,Luli
Buena vida delivery,2004,Ariel Staltari,Beto
Buena vida delivery,2004,Pablo Ribba,Seba
Buena vida delivery,2004,Marcelo Nacci,José Luis
Buena vida delivery,2004,Ricardo Niz,Colifa
Buena vida delivery,2004,Oscar Alegre,Roberto
Buena vida delivery,2004,Hernán Ticona,Ramón
Buena vida delivery,2004,Gabriel Goity,Dr. Linares
"Buenas noches, Buenos Aires",1964,Hugo del Carril,
"Buenas noches, Buenos Aires",1964,Beba Bidart,Nicanora
"Buenas noches, Buenos Aires",1964,Julio Sosa,Firulete
"Buenas noches, Buenos Aires",1964,Ambar La Fox,
"Buenas noches, Buenos Aires",1964,Roberto Grela,
"Buenas noches, Buenos Aires",1964,Virginia Luque,
"Buenas noches, Buenos Aires",1964,Tito Lusiardo,
"Buenas noches, Buenos Aires",1964,Mariano Mores,
"Buenas noches, Buenos Aires",1964,Aníbal Troilo,
"Buenas noches, Buenos Aires",1964,Palito Ortega,
"Buenas noches, Buenos Aires",1964,Néstor Fabián,
"Buenas noches, Buenos Aires",1964,Violeta Rivas,
"Buenas noches, Buenos Aires",1964,Jorge Sobral,
"Buenas noches, Buenos Aires",1964,Víctor Ayos,
"Buenas noches, Buenos Aires",1964,Enzo Viena,
"Buenas noches, Buenos Aires",1964,Susy Leiva,Carlota
"Buenas noches, Buenos Aires",1964,Pedrito Rico,
"Buenas noches, Buenos Aires",1964,Argentinita Vélez,
"Buenas noches, Buenos Aires",1964,Ubaldo Martínez,Don Ubaldo
"Buenas noches, Buenos Aires",1964,Constanza Hool,
"Buenas noches, Buenos Aires",1964,Carlos Lastra,Self
"Buenas noches, Buenos Aires",1964,Oscar Valles,Self
"Buenas noches, Buenos Aires",1964,Roberto Palmer,Self
"Buenas noches, Buenos Aires",1964,Estela Raval,Self
"Buenas noches, Buenos Aires",1964,Héctor Buonsanti,Self
"Adiós, querida Luna",2005,Alejandro Urdapilleta,
"Adiós, querida Luna",2005,Alejandra Flechner,
"Adiós, querida Luna",2005,Gabriel Goity,
"Adiós, querida Luna",2005,Horacio Fontova,
"Adiós, querida Luna",2005,Luis Ziembrowski,
"Adiós, querida Luna",2005,Claudio Rissi,
Gotán,1979,Carlos Carlsen,Musician
Gotán,1979,Pablo Cedrón,Actor
Gotán,1979,Tata Cedrón,Musician
Gotán,1979,Miguel Praino,Musician
Gotán,1979,César Stroscio,Musician
Gotán,1979,Paco Ibáñez,Actor
Graciadió,1997,Gustavo Prone,
Graciadió,1997,Violeta Naón,Pao
Graciadió,1997,Norberto Verea,
Graciadió,1997,Adrián Otero,
Graciadió,1997,Mauro Altschuler,
Graciadió,1997,Horacio Embón,
Graciadió,1997,Adrián Dárgelos,
Graciadió,1997,Iván Noble,
Graciadió,1997,Axel Kuschevatzky,
Guacho,1954,Tita Merello,
Guacho,1954,Carlos Cores,
Guacho,1954,Julia Sandoval,
Guacho,1954,Enrique Chaico,
Guacho,1954,Luis Medina Castro,
Guacho,1954,Margarita Corona,
Guacho,1954,Néstor Deval,
Guacho,1954,Alberto Barcel,
Guacho,1954,Alejandro Rey,
Guacho,1954,Félix Rivero,
Guacho,1954,Antonia Volpe,
Guacho,1954,Orestes Soriani,
Guacho,1954,Carmen Giménez,
Guacho,1954,Aída Villadeamigo,
Guacho,1954,Francisco Audenino,
Guacho,1954,Mecha Corbo,
Guacho,1954,María Ferez,
Guacho,1954,Domingo Garibotto,
Guacho,1954,Ricardo Carenzo,
Guacho,1954,Juan Villarreal,
Habeas Corpus,1986,Jorge Díez,
Habeas Corpus,1986,Oscar Vernales,
Habeas Corpus,1986,Luis Nieto,
Apenas un delincuente,1949,Jorge Salcedo,José Morán
Apenas un delincuente,1949,Sebastián Chiola,Rosatto
Apenas un delincuente,1949,Tito Alonso,Carlos Morán
Apenas un delincuente,1949,Linda Lorena,Laura
Apenas un delincuente,1949,Tito Grassi,Inspector
Apenas un delincuente,1949,Guillermo Casali,
Apenas un delincuente,1949,Mario Cozza,
Apenas un delincuente,1949,Rodolfo Crespi,
Apenas un delincuente,1949,Homero Cárpena,
Apenas un delincuente,1949,José de Angelis,Warden
Apenas un delincuente,1949,Mauricio Espósito,Policeman
Apenas un delincuente,1949,Alfonso Ferrari Amores,
Apenas un delincuente,1949,Josefa Goldar,
Apenas un delincuente,1949,Jacinto Herrera,
Apenas un delincuente,1949,Gaby Jerrico,
Apenas un delincuente,1949,Raúl Luar,
Apenas un delincuente,1949,Fausto Padín,
Apenas un delincuente,1949,Alberto Peyrou,
Apenas un delincuente,1949,Nathán Pinzón,
Apenas un delincuente,1949,Anibal Romero,
Apenas un delincuente,1949,Orestes Soriani,Manager
Apenas un delincuente,1949,José A. Vázquez,
Havfruen om bord,2021,Sabrina Macchi,
Havfruen om bord,2021,Germán Baudino,
Havfruen om bord,2021,Carlos Kaspar,
Havfruen om bord,2021,Federico Liss,
Herbaria,2022,Julia Wallmüller,Self
Herbaria,2022,Narcisa Hirsch,Self
Herbaria,2022,Claudio Caldini,
Hermanos,1939,José Gola,
Hermanos,1939,Francisco Petrone,
Hermanos,1939,Santiago Arrieta,
Hermanos,1939,Roberto Fugazot,
Hermanos,1939,María Santos,
Hermanos,1939,Augusto Codecá,
Hermanos,1939,Amelia Bence,
Hierba,2015,Dulce Huilen Azul,
Hierba,2015,Guilermo Quinteros,
Hierba,2015,Evelyn Cazal,
Hierba,2015,Nestor Gianotti,
Hierba,2015,Oscar Purita,
Hierba,2015,Jorge Izzo,
Hijo de hombre (La sed),1961,Olga Zubarry,
Hijo de hombre (La sed),1961,Francisco Rabal,
Hijo de hombre (La sed),1961,Carlos Estrada,
Hijo de hombre (La sed),1961,Jacinto Herrera,
Hijo de hombre (La sed),1961,Dora Ferreiro,
Hijo de hombre (La sed),1961,Susy Castell,
Hijo de hombre (La sed),1961,Vicente Ariño,
Hijo de hombre (La sed),1961,Adolfo García Grau,
Hijo de hombre (La sed),1961,Lucas Demare,
Hijo de hombre (La sed),1961,Héctor Fuentes,
Hijo de hombre (La sed),1961,Rodolfo Onetto,
Hijo de hombre (La sed),1961,Zulma Grey,
Hijo de hombre (La sed),1961,Rogelio Romano,
Hijo de hombre (La sed),1961,Jorge Villalba,
Hijo de hombre (La sed),1961,Claudio Lucero,
Hijo de hombre (La sed),1961,Ricardo Jordán,
Hijo de hombre (La sed),1961,Diego Marcote,
Hijo de hombre (La sed),1961,Alberto Rinaldi,
Historia de un gaucho viejo,1924,José J. Romeu,
Historia de una carta,1957,Ángel Magaña,
Historia de una carta,1957,María Aurelia Bisutti,
Historia de una carta,1957,Tito Gómez,
Historia de una carta,1957,Julia Sandoval,
Historia de una carta,1957,Enrique Chaico,
Historia de una carta,1957,Inda Ledesma,
Historia de una carta,1957,Carlos Lagrotta,
Historia de una carta,1957,Oscar Alemán,
Historia de una carta,1957,Antonio Martiáñez,
Historia de una carta,1957,Juan C. Dusso,
Historia de una carta,1957,Luis García Bosch,
Historia de una carta,1957,Mariel Luján,
Historia de una carta,1957,Alfonso Pisano,
Historia de una carta,1957,María E. Rodríguez,
