pelicula,anio,actor,personaje
La industria del matrimonio,1965,Emilio Vidal,
La industria del matrimonio,1965,Alfredo de la Peña,
La industria del matrimonio,1965,Raimundo Soto,
La industria del matrimonio,1965,Jorge Cazet,
La industria del matrimonio,1965,Elizabeth Killian,
La industria del matrimonio,1965,Emma Bizio,
La industria del matrimonio,1965,Rosángela Balbó,
La industria del matrimonio,1965,Antonio Prieto,
La industria del matrimonio,1965,Amelia Bence,
La industria del matrimonio,1965,Juan Verdaguer,
La industria del matrimonio,1965,Rodolfo Crespi,
La industria del matrimonio,1965,Renée Oliver,
La industria del matrimonio,1965,Susana Latou,
La industria del matrimonio,1965,Adelco Lanza,
La industria del matrimonio,1965,Miryam Von Wessen,
La industria del matrimonio,1965,Aldo Bigatti,
Los ratones (El disconforme),1965,Alberto Argibay,
Los ratones (El disconforme),1965,Zulma Faiad,
Los ratones (El disconforme),1965,Jorge Marchesini,
Los ratones (El disconforme),1965,Floren Delbene,
Los ratones (El disconforme),1965,Paula Gales,
Los ratones (El disconforme),1965,Eduardo Vener,
Recordando al Zorzal,1965,Carlos Gardel,
Recordando al Zorzal,1965,Alberto Barcel,
Recordando al Zorzal,1965,Norberto Sánchez Calleja,Razzano
Recordando al Zorzal,1965,Rubén Monastridis,
Recordando al Zorzal,1965,Celia Elías,Doña Berta Gardes
Recordando al Zorzal,1965,Querino Marchessi,Pagliani
Recordando al Zorzal,1965,Víctor Catalano,Pellicer
Ritmo nuevo y vieja ola,1965,Mercedes Carreras,Delia
Ritmo nuevo y vieja ola,1965,Ángel Magaña,Dr. Marcelo Maines
Ritmo nuevo y vieja ola,1965,Lolita Torres,Raquel Mejía
Ritmo nuevo y vieja ola,1965,Jorge Salcedo,Gustavo de Castro
Ritmo nuevo y vieja ola,1965,Tita Merello,Margot
Ritmo nuevo y vieja ola,1965,Ubaldo Martínez,Ramón Carlales
Ritmo nuevo y vieja ola,1965,Santiago Gómez Cou,Rafael Gallardo
Ritmo nuevo y vieja ola,1965,Pedro Quartucci,Camilo Balterzo
Ritmo nuevo y vieja ola,1965,Dean Reed,Él mismo
Ritmo nuevo y vieja ola,1965,Roberto Airaldi,Peña
Ritmo nuevo y vieja ola,1965,Elcira Olivera Garcés,Cristina
Ritmo nuevo y vieja ola,1965,Darío Vittori,Productor de televisión
Ritmo nuevo y vieja ola,1965,Guillermo Battaglia,Quiroga
Ritmo nuevo y vieja ola,1965,José Comellas,Amigo de Gallardo
Ritmo nuevo y vieja ola,1965,Tono Andreu,José
Ritmo nuevo y vieja ola,1965,Lalo Fransen,
Ritmo nuevo y vieja ola,1965,Estela Molly,Secretaria de Quiroga
Ritmo nuevo y vieja ola,1965,Antonio Martiáñez,Don Pepe
Ritmo nuevo y vieja ola,1965,Alberto Olmedo,Secretario de compañía
Ritmo nuevo y vieja ola,1965,Guido Gorgatti,Director de TV
Ritmo nuevo y vieja ola,1965,Rodolfo Onetto,Productor de televisión
Ritmo nuevo y vieja ola,1965,Marisa Carreras,Marisita
Ritmo nuevo y vieja ola,1965,Quique Carreras,
Ritmo nuevo y vieja ola,1965,Augusto Bonardo,Animador 1
Ritmo nuevo y vieja ola,1965,Elvia Andreoli,
Ritmo nuevo y vieja ola,1965,Osvaldo Canónico,Sr. Méndez
Ritmo nuevo y vieja ola,1965,María Carreras,Chispita
Ritmo nuevo y vieja ola,1965,Javier Portales,Nicolás
Ritmo nuevo y vieja ola,1965,Alfredo Fary,
Ritmo nuevo y vieja ola,1965,Fidel Pintos,Representante
Ritmo nuevo y vieja ola,1965,Zulma Faiad,Cristina Araceli
Ritmo nuevo y vieja ola,1965,Norberto Suárez,Asistente de televisión
Ritmo nuevo y vieja ola,1965,Ignacio de Soroa,Animador 2
Ritmo nuevo y vieja ola,1965,Josefa Goldar,Rosaura
Ritmo nuevo y vieja ola,1965,Enrique San Miguel,Fotógrafo
Ritmo nuevo y vieja ola,1965,Héctor Calcagno,Amigo de Cardales
Ritmo nuevo y vieja ola,1965,Susana Rubio,Sonia
Ritmo nuevo y vieja ola,1965,Héctor Fuentes,Director de televisión
Ritmo nuevo y vieja ola,1965,Violeta Rivas,
Ritmo nuevo y vieja ola,1965,Tristán Díaz Ocampo,Asistente de Balterzo
Un momento muy largo,1964,Venantino Venantini,Andrea Masi
Un momento muy largo,1964,Elsa Daniel,Barbara Nielsen
Un momento muy largo,1964,Rafael Pisareff,
Un momento muy largo,1964,Enrique Ibarreta,
Un momento muy largo,1964,Hugo Fregonese,
Un viaje al más allá,1964,Mercedes Carreras,
Un viaje al más allá,1964,Jorge Salcedo,
Un viaje al más allá,1964,María Luisa Santés,
Un viaje al más allá,1964,Guillermo Battaglia,
Un viaje al más allá,1964,Fabio Zerpa,
Un viaje al más allá,1964,Lilian Valmar,
Un viaje al más allá,1964,Augusto Bonardo,
Un viaje al más allá,1964,Romualdo Quiroga,
Un viaje al más allá,1964,Cristina Berys,
Un viaje al más allá,1964,Palito Ortega,
Un novio para Laura,1955,Lolita Torres,
Un novio para Laura,1955,Alberto Berco,
Un novio para Laura,1955,Francisco Álvarez,
Un novio para Laura,1955,Isabel Pradas,
Un novio para Laura,1955,José Comellas,
Un novio para Laura,1955,Liria Marín,
Un novio para Laura,1955,Diana Miriam Jones,
Un novio para Laura,1955,Rolando Dumas,
Un novio para Laura,1955,Carlos Cotto,
Un novio para Laura,1955,Warly Ceriani,
Un novio para Laura,1955,Celia Geraldy,
Un novio para Laura,1955,Julián Bourges,
El rey en Londres,1966,Palito Ortega,
El rey en Londres,1966,Graciela Borges,
El rey en Londres,1966,Matt Monro,
El rey en Londres,1966,Susan Maughan,
El rey en Londres,1966,John Steel,Self (archive footage)
El rey en Londres,1966,Mickey Gallagher,Self (archive footage)
El rey en Londres,1966,Spencer Davis,Self (archive footage)
El rey en Londres,1966,Muff Winwood,Self (archive footage)
El rey en Londres,1966,John Lennon,Self (archive footage)
El rey en Londres,1966,Paul McCartney,Self (archive footage)
El rey en Londres,1966,George Harrison,Self (archive footage)
El rey en Londres,1966,Ringo Starr,Self (archive footage)
El rey en Londres,1966,Peter Noone,Self (archive footage)
El rey en Londres,1966,Keith Hopwood,Self (archive footage)
El rey en Londres,1966,Karl Green,Self (archive footage)
El rey en Londres,1966,Derek Leckenby,Self (archive footage)
El rey en Londres,1966,Peter Sellers,
El rey en Londres,1966,Dirk Bogarde,
Luna Park,1960,Elsa Daniel,Matilde
Luna Park,1960,Walter Vidarte,Carmelo Maciel
Luna Park,1960,Enrique Fava,Marelli
Luna Park,1960,Mario Passano,Kid Vargas
Luna Park,1960,Alba Solís,Andrea Reyes
Luna Park,1960,Oscar Valicelli,
Luna Park,1960,Nora Massi,Sra. de Vargas
Luna Park,1960,Rey Charol,Senegal
Luna Park,1960,Juan Buryúa Rey,
Luna Park,1960,Pablo Racioppi,Zunino
Luna Park,1960,Alberto Barcel,
Luna Park,1960,Emilio de Grey,Ferrari
Luna Park,1960,Pedro Buchardo,Céspedes
Luna Park,1960,Nieves Ibar,Madre de Matilde
Luna Park,1960,Hugo Astar,
Luna Park,1960,Mirko Álvarez,Cafetero
Luna Park,1960,Pepe Armil,Oftalmólogo
Luna Park,1960,Domingo Garibotto,Vendedor
Luna Park,1960,Eduardo Vener,
Luna Park,1960,Luis Orbegoso,
Luna Park,1960,Ricardo Jordán,
Luna Park,1960,Aldo Mayo,
Y el demonio creó a los hombres,1960,Isabel Sarli,
Y el demonio creó a los hombres,1960,Armando Bó,
Y el demonio creó a los hombres,1960,Horacio Priani,
Y el demonio creó a los hombres,1960,Maruja Roig,
Y el demonio creó a los hombres,1960,Mario Casado,
Y el demonio creó a los hombres,1960,Aníbal Pardeiro,
Y el demonio creó a los hombres,1960,Alejandro Álvarez del Castillo,
Y el demonio creó a los hombres,1960,Pablo Moret,
Y el demonio creó a los hombres,1960,María Esther Corán,
La patota,1960,Mirtha Legrand,Paulina Vidal Ugarte
La patota,1960,José Cibrián,Juez Vidal Ugarte
La patota,1960,Luis Medina Castro,Aldo Cesarini
La patota,1960,Walter Vidarte,Benegas
La patota,1960,Alberto Argibay,Mario Cardoso
La patota,1960,Ignacio Quirós,Alberto Castro
La patota,1960,Milagros de la Vega,Srta. Di Fiori
La patota,1960,María Esther Buschiazzo,María Esther Buschiazzo
La patota,1960,Julio C. Quino,Raúl
La patota,1960,Silvia Nolasco,Prostituta
La patota,1960,Floren Delbene,Dr. Melián
La patota,1960,Susana Mayo,Enfermera
La patota,1960,Orestes Soriani,Decano
La patota,1960,Ovidio Fuentes,Roberto Capuano
La patota,1960,Virginia Lago,Hermana de Cardoso
La patota,1960,Cristina Berys,Profesora
La patota,1960,Rafael Diserio,Médico
Yo quiero vivir contigo,1960,Alberto de Mendoza,Mauricio del Solar
Yo quiero vivir contigo,1960,Susanne Cramer,Laura
Yo quiero vivir contigo,1960,Guillermo Battaglia,Oficial Martínez
Yo quiero vivir contigo,1960,Ariel Absalón,Sr. Krieger
Yo quiero vivir contigo,1960,José Maurer,Hombre asesinado
Yo quiero vivir contigo,1960,Clever Carol,
Yo quiero vivir contigo,1960,Aníbal Pastor,
Yo quiero vivir contigo,1960,María Esther Corán,
Yo quiero vivir contigo,1960,Alberto Quiles,Comisario
Yo quiero vivir contigo,1960,Roberto Bordoni,
Yo quiero vivir contigo,1960,Dringue Farías,Filemón Anchorena
Yo quiero vivir contigo,1960,Gloria Guzmán,Isabel Reina
Yo quiero vivir contigo,1960,Enrique Serrano,Nicanor
Yo quiero vivir contigo,1960,Jacques Arndt,Alemán
La ruptura,2025,Alfonso Tort,Pablo
La ruptura,2025,Catalina Silva Baccino,Julia
La ruptura,2025,Adriana Ferrer,Dolores
La ruptura,2025,Sergio Gorfain,
El asalto,1960,Alberto de Mendoza,
El asalto,1960,Egle Martin,
El asalto,1960,Luis Tasca,
El asalto,1960,Tato Bores,
El asalto,1960,Osvaldo Terranova,
El asalto,1960,Thelma del Río,
El asalto,1960,Conrado Diana,
El asalto,1960,Argentino Ledesma,
El asalto,1960,Mario Lozano,
El asalto,1960,Héctor Méndez,
El asalto,1960,Irma Gabriel,
El asalto,1960,José de Angelis,
El asalto,1960,Rolando Dumas,
El asalto,1960,Gilberto Peyret,
El asalto,1960,Pablo Moret,
El asalto,1960,Félix Tortorelli,
El asalto,1960,Miguel Paparelli,
El asalto,1960,Mariquita Gallegos,
El asalto,1960,Claudia Lapacó,
El asalto,1960,Graciela Lobato,
El asalto,1960,Bruno Arno,
El asalto,1960,Miguel Quarto,
El asalto,1960,René Lester,
El asalto,1960,Héctor Berro García,
El asalto,1960,Cristi Foronda,
El asalto,1960,Osvaldo María Cabrera,
El asalto,1960,Víctor Catalano,
El asalto,1960,Carlos Roig,
El asalto,1960,María Esther Rodrigo,
El asalto,1960,Carlos Mendy,
El asalto,1960,Domingo Sciaraffoa,
El asalto,1960,José Mansur,
El asalto,1960,Jorge Dragone,
Locomotora,2021,"Alejandra ""Locomotora"" Oliveras",
Villa Cariño está que arde,1966,Juan Carlos Altavista,
Villa Cariño está que arde,1966,Ricardo Bauleo,
Villa Cariño está que arde,1966,Nelly Beltrán,
Villa Cariño está que arde,1966,Beba Bidart,
Villa Cariño está que arde,1966,Dorita Burgos,
Villa Cariño está que arde,1966,Juan Carlos Calabró,
Villa Cariño está que arde,1966,Don Pelele,
Villa Cariño está que arde,1966,Guido Gorgatti,
Villa Cariño está que arde,1966,Alberto Irízar,
Villa Cariño está que arde,1966,Ambar La Fox,
Villa Cariño está que arde,1966,Nelly Láinez,
Villa Cariño está que arde,1966,Silvia Merlino,
Villa Cariño está que arde,1966,Carmen Morales,
Villa Cariño está que arde,1966,Eduardo Muñoz,
Villa Cariño está que arde,1966,Maurice Jouvet,
Villa Cariño está que arde,1966,Alberto Olmedo,
Villa Cariño está que arde,1966,Fidel Pintos,
Villa Cariño está que arde,1966,Jorge Porcel,
Villa Cariño está que arde,1966,Darío Vittori,
Villa Cariño está que arde,1966,Rolo Puente,
Villa Cariño está que arde,1966,Gino Renni,
Villa Cariño está que arde,1966,Vicente Quintana,
Villa Cariño está que arde,1966,Tita Gutiérrez,
Villa Cariño está que arde,1966,Marcela López Rey,
Villa Cariño está que arde,1966,Silvia del Río,
Villa Cariño está que arde,1966,Emilio de Grey,
Villa Cariño está que arde,1966,Susana Latou,
Villa Cariño está que arde,1966,Luis A. Figueroa,
Villa Cariño está que arde,1966,Guerino Marchesi,
Villa Cariño está que arde,1966,Bernardino Ropero,
Villa Cariño está que arde,1966,Juan Quetglas,
Villa Cariño está que arde,1966,José María Muñoz,
El extraño de pelo largo,1970,Eduardo Bergara Leumann,
El extraño de pelo largo,1970,Miguel Bermúdez,"Beningno (""Beni"")"
El extraño de pelo largo,1970,Mirta Busnelli,
El extraño de pelo largo,1970,Liliana Caldini,Mónica
El extraño de pelo largo,1970,Ricardo Castro Ríos,
El extraño de pelo largo,1970,Mónica Cramer,
El extraño de pelo largo,1970,Leonor Fernández,
El extraño de pelo largo,1970,Nacha Guevara,
El extraño de pelo largo,1970,Horacio Heredia,
El extraño de pelo largo,1970,Mónica Lander,
El extraño de pelo largo,1970,Diana Maggi,Yolanda
El extraño de pelo largo,1970,Lalo Malcolm,
El extraño de pelo largo,1970,José Luis Mazza,
El extraño de pelo largo,1970,Reynaldo Mompel,
El extraño de pelo largo,1970,Owe Monk,
El extraño de pelo largo,1970,Litto Nebbia,Felix
El extraño de pelo largo,1970,Emilio Vidal,
La bestia desnuda,1971,Aldo Barbero,Inspector Héctor Ibáñez
La bestia desnuda,1971,Gloria Prat,Sonia
La bestia desnuda,1971,Osvaldo Pacheco,René
La bestia desnuda,1971,Rolo Puente,Rolo Borel
La bestia desnuda,1971,Norberto Aroldi,Quasimodo
La bestia desnuda,1971,Susana Beltrán,Susana
La bestia desnuda,1971,Mary Albano,
La bestia desnuda,1971,Norberto Nelson,
La bestia desnuda,1971,Catalina Speroni,Chorist 1
La bestia desnuda,1971,Aldo Bigatti,Potenza
La bestia desnuda,1971,Amarilis Carrié,
La bestia desnuda,1971,Myriam Van Wessen,Maid
La bestia desnuda,1971,Rosario Blanco,
La bestia desnuda,1971,Héctor Biuchet,
La bestia desnuda,1971,Víctor de Verona,
La bestia desnuda,1971,Emilio Vieyra,Julio
La bestia desnuda,1971,Jaimito Cohen,
Santiago querido,1965,Leo Dan,
Santiago querido,1965,Marta González,
Santiago querido,1965,Rodolfo Di Nucci,
Santiago querido,1965,Mónica Grey,
Santiago querido,1965,Rodolfo Onetto,
Santiago querido,1965,Héctor Méndez,
Santiago querido,1965,Corrado Corradi,
Santiago querido,1965,Nelly Láinez,
"Coche cama, alojamiento",1968,Juan Carlos Altavista,Alberto
"Coche cama, alojamiento",1968,Silvia Balán,Nené
"Coche cama, alojamiento",1968,Alfredo Barbieri,Detective
"Coche cama, alojamiento",1968,Nelly Beltrán,Salustia
"Coche cama, alojamiento",1968,Olinda Bozán,Remedios
"Coche cama, alojamiento",1968,Susana Campos,Gloria
"Coche cama, alojamiento",1968,Carlos Carella,
"Coche cama, alojamiento",1968,Amparito Castro,
"Coche cama, alojamiento",1968,Dolores De Cicco,
"Coche cama, alojamiento",1968,Don Pelele,López
"Coche cama, alojamiento",1968,Juan Carlos Dual,Carlos Villar
"Coche cama, alojamiento",1968,Adolfo García Grau,
"Coche cama, alojamiento",1968,Maurice Jouvet,Javier
"Coche cama, alojamiento",1968,Jorge Luz,Chumbazo
"Coche cama, alojamiento",1968,Lalo Malcolm,Inspector
"Coche cama, alojamiento",1968,Elida Marletta,Chuchi
"Coche cama, alojamiento",1968,Estela Molly,Claudia
"Coche cama, alojamiento",1968,Inés Moreno,Irene
"Coche cama, alojamiento",1968,Osvaldo Pacheco,Zurdo
"Coche cama, alojamiento",1968,Javier Portales,Venancio
"Coche cama, alojamiento",1968,Nathán Pinzón,Lechuza
"Coche cama, alojamiento",1968,Jorge Porcel,Camarero
"Coche cama, alojamiento",1968,Rolo Puente,
"Coche cama, alojamiento",1968,Jorge de la Riestra,Inspector
"Coche cama, alojamiento",1968,Vicente Rubino,Guzmán
"Coche cama, alojamiento",1968,Alberto Irízar,
"Coche cama, alojamiento",1968,Luis García Bosch,Mozo
"Coche cama, alojamiento",1968,Roberto Guthié,Colmillo
"Coche cama, alojamiento",1968,Chico Novarro,
"Coche cama, alojamiento",1968,Marty Cosens,
"Coche cama, alojamiento",1968,Fidel Pintos,
"Coche cama, alojamiento",1968,Adriana Tasca,
"Coche cama, alojamiento",1968,Humberto de la Rosa,
"Coche cama, alojamiento",1968,Mary Marcel,
"Coche cama, alojamiento",1968,Eduardo Solar,
"Coche cama, alojamiento",1968,Elvia Andreoli,Bailarina
"Coche cama, alojamiento",1968,Julio Porter,
"Coche cama, alojamiento",1968,Gilberto Rey,
"De profesión, sospechosos",1966,Antonio Prieto,Joaquín Frías
"De profesión, sospechosos",1966,José Carlos Marrone,Pepe Montes
"De profesión, sospechosos",1966,Graciela Borges,Laura
"De profesión, sospechosos",1966,Nathán Pinzón,Salustio
"De profesión, sospechosos",1966,Tono Andreu,Santiago
"De profesión, sospechosos",1966,Teresa Serrador,Dolores
"De profesión, sospechosos",1966,Darío Vittori,Sr. Andrade
"De profesión, sospechosos",1966,Olga Hidalgo,Sra. Andrade
"De profesión, sospechosos",1966,Guido Gorgatti,Periodista
"De profesión, sospechosos",1966,Adolfo García Grau,Ramon
"De profesión, sospechosos",1966,Ernesto Raquén,Oficial
"De profesión, sospechosos",1966,Hilda Viñas,Chismosa 2
"De profesión, sospechosos",1966,Roberto Guthié,
"De profesión, sospechosos",1966,Augusto Bonardo,Animador de TV
"De profesión, sospechosos",1966,Amalia Bernabé,Chismosa 1
"De profesión, sospechosos",1966,Domingo Márquez,Carlos
"De profesión, sospechosos",1966,Rafael Diserio,
"De profesión, sospechosos",1966,Alicia Bonnet,Justina Salerno
"De profesión, sospechosos",1966,Greta Williams,
"De profesión, sospechosos",1966,Enrique San Miguel,
Patapúfete,1967,Pepe Biondi,Pepe
Patapúfete,1967,Mariquita Gallegos,Tamara
Patapúfete,1967,Leonor Rinaldi,Madre de Lilí
Patapúfete,1967,Beto Gianola,Suarez
Patapúfete,1967,Siro San Román,Agente Americano
Patapúfete,1967,Hernán Guido,Segundo agente Americano
Patapúfete,1967,Vicente Ariño,Don Luis
Patapúfete,1967,Mary Albano,
Patapúfete,1967,Mariel Comber,Lilí
Patapúfete,1967,José Díaz Lastra,Juan
Patapúfete,1967,Elida Marletta,Patricio Davis
Patapúfete,1967,Mariano Bauzá,Tovarich Dimitrek
Patapúfete,1967,Gerardo Chiarella,Teresa Jackson
Patapúfete,1967,Armando Quintana,Negro Zapata
Patapúfete,1967,Carlos Scazziotta,Moncho Agrelo
Patapúfete,1967,José Carlos Marrone,Él mismo
Patapúfete,1967,Guillermo Battaglia,Científico
Patapúfete,1967,Adolfo Linvel,Jefe ruso
Patapúfete,1967,Ricardo Jordán,Feodor
Patapúfete,1967,Zulma Grey,
Patapúfete,1967,Carlos Lagrotta,Jefe de Policía
Patapúfete,1967,Roberto Bordoni,Espía
Patapúfete,1967,Carlos Víctor Andriss,
Patapúfete,1967,Betty Solís,
Patapúfete,1967,Josefina Daniele,
Patapúfete,1967,Rafael Chumbito,
Mi primera novia,1966,Palito Ortega,Tito Crespo
Mi primera novia,1966,Dean Reed,Deen
Mi primera novia,1966,Evangelina Salazar,Elvira
Mi primera novia,1966,Alejandro Anderson,
Mi primera novia,1966,Tono Andreu,Nicanor Angelini
Mi primera novia,1966,Guillermo Battaglia,Don Faustino
Mi primera novia,1966,Alicia Bonet,
Mi primera novia,1966,Carlos Borsani,Coco
Mi primera novia,1966,Roberto Guthié,Pepino
Mi primera novia,1966,Gloria Lopresti,
Mi primera novia,1966,Aída Luz,Dona Agustina
Mi primera novia,1966,Javier Portales,Ignacio
Mi primera novia,1966,Ernesto Raquén,Don Emilio
Mi primera novia,1966,Luis Tasca,Don Fortunatoto Suárez
Mi primera novia,1966,Norberto Suárez,Norberto
La mujer del zapatero,1965,Isabel Sarli,Lina
La mujer del zapatero,1965,Pepe Arias,Valentín
La mujer del zapatero,1965,Pepita Muñoz,
La mujer del zapatero,1965,Vicente Forastieri,
La mujer del zapatero,1965,Semillita,
La mujer del zapatero,1965,Fidel Pintos,
La mujer del zapatero,1965,Adelco Lanza,
La mujer del zapatero,1965,Enrique Belluscio,
La mujer del zapatero,1965,Juan Pitrau,
La mujer del zapatero,1965,Salvador Fortuna,
La mujer del zapatero,1965,Josefina Daniele,
La mujer del zapatero,1965,Miguel Paparelli,
La mujer del zapatero,1965,Emilio Urdapilleta,
La mujer del zapatero,1965,Alejandro Celaya,
La mujer del zapatero,1965,Roberto Blanco,
La mujer del zapatero,1965,Roberto Mango,
La mujer del zapatero,1965,Hilda de Pérez,
La mujer del zapatero,1965,Armando Bó,Cameo
Hotel alojamiento,1966,Olinda Bozán,
Hotel alojamiento,1966,Fina Basser,
Hotel alojamiento,1966,Jorge Barreiro,
Hotel alojamiento,1966,Emilio Alfaro,Miguel
Hotel alojamiento,1966,Julia von Grolman,
Hotel alojamiento,1966,Augusto Codecá,
Hotel alojamiento,1966,Rodolfo Crespi,
Hotel alojamiento,1966,Gilda Lousek,Nelida
Hotel alojamiento,1966,Atilio Marinelli,Anselmo
Hotel alojamiento,1966,Gogó Andreu,
Hotel alojamiento,1966,Celia Cadaval,
Hotel alojamiento,1966,Marilina Ross,
Hotel alojamiento,1966,Pepe Soriano,
Hotel alojamiento,1966,Mariel Comber,
Hotel alojamiento,1966,Nathán Pinzón,
Hotel alojamiento,1966,Diana Maggi,
Hotel alojamiento,1966,Iris Marga,
Hotel alojamiento,1966,Guillermo Battaglia,
Hotel alojamiento,1966,Tono Andreu,
Hotel alojamiento,1966,Tincho Zabala,
Hotel alojamiento,1966,Marcos Zucker,
Hotel alojamiento,1966,Alberto Olmedo,
Hotel alojamiento,1966,Marcela López Rey,
Hotel alojamiento,1966,Enzo Viena,Taxista
Hotel alojamiento,1966,María Concepción César,
Hotel alojamiento,1966,Osvaldo Miranda,
Hotel alojamiento,1966,Jorge Salcedo,
Hotel alojamiento,1966,Rosángela Balbó,
Hotel alojamiento,1966,Jorge Sobral,Carlos
Hotel alojamiento,1966,María Aurelia Bisutti,Esposa de Carlos
Hotel alojamiento,1966,Chico Novarro,Pocho
Hotel alojamiento,1966,Óscar 'Cacho' Espíndola,
Hotel alojamiento,1966,Rodolfo Bebán,
Hotel alojamiento,1966,Virginia Ameztoy,Coca
Hotel alojamiento,1966,Zulma Grey,
Hotel alojamiento,1966,María del Pilar Lebrón,
Hotel alojamiento,1966,Lidia Arambulo,
Hotel alojamiento,1966,Mario Savino,
Hotel alojamiento,1966,Alberto Figueroa,
Hotel alojamiento,1966,Rina Renni,
Hotel alojamiento,1966,Aldo Mayo,
Hotel alojamiento,1966,Alfonso Pícaro,
Hotel alojamiento,1966,Raúl Ricutti,
Hotel alojamiento,1966,Inés Murray,
Hotel alojamiento,1966,Noemí Laserre,
Hotel alojamiento,1966,Hilda Suárez,
Hotel alojamiento,1966,Reina del Carmen,
Hotel alojamiento,1966,Loló Prat,
Hotel alojamiento,1966,Ivan Almeyra,
Hotel alojamiento,1966,Nora Núñez,
Hotel alojamiento,1966,Rodolfo López Ervilha,
Hotel alojamiento,1966,Inés Herrero,
Hotel alojamiento,1966,Dardo Gobi,
Cómo seducir a una mujer,1967,Ricardo Espalter,
Cómo seducir a una mujer,1967,Raimundo Soto,
Cómo seducir a una mujer,1967,Alba Mugica,
Cómo seducir a una mujer,1967,Mercedes Harris,
Cómo seducir a una mujer,1967,Estela Molly,
Cómo seducir a una mujer,1967,Mariel Comber,
Cómo seducir a una mujer,1967,Claudia Sánchez,
Cómo seducir a una mujer,1967,Fernanda Mistral,
Cómo seducir a una mujer,1967,Nacha Guevara,
Cómo seducir a una mujer,1967,Norman Briski,
Cómo seducir a una mujer,1967,Elida Marletta,
Cómo seducir a una mujer,1967,Sergio Corona,
Cómo seducir a una mujer,1967,Adolfo García Grau,
Cómo seducir a una mujer,1967,Héctor Alterio,
Cómo seducir a una mujer,1967,Eduardo Bergara Leumann,
Cómo seducir a una mujer,1967,Vicente Basualdo,
Escala musical,1966,Osvaldo Miranda,
Escala musical,1966,Beatriz Taibo,
Escala musical,1966,Maurice Jouvet,
Escala musical,1966,Nathán Pinzón,
Escala musical,1966,Ricardo Bauleo,
Escala musical,1966,Luis Brandoni,
Escala musical,1966,Carlos Galante,
Escala musical,1966,Greta Williams,
Escala musical,1966,Tina Francis,
Escala musical,1966,Juan Queglas,
Escala musical,1966,Luis Ángel Marcucci,
Escala musical,1966,Carlos Kucini,
Escala musical,1966,Alberto Parrone,
Escala musical,1966,Vilma Cristian,
Escala musical,1966,Kim Caram,
Escala musical,1966,Cristina del Valle,
Escala musical,1966,Juan Carlos Calabró,
Escala musical,1966,Rodolfo Crespi,
Escala musical,1966,Gilberto Peyret,
Escala musical,1966,Susana Mayo,
Escala musical,1966,Mario Amaya,
Escala musical,1966,Raúl Lavié,
Escala musical,1966,Claudia Mores,
Escala musical,1966,Johnny Tedesco,
Escala musical,1966,Pucho Alberto,
La culpa,1969,Libertad Leblanc,
La culpa,1969,Héctor Armendáriz,
La culpa,1969,Fabio Zerpa,
La culpa,1969,Ricardo Darín,
La culpa,1969,Aldo Mayo,
La culpa,1969,Guillermo Hebling,
La culpa,1969,Carlos Estrada,Rodolfo Guerrero
La culpa,1969,Juan Carlos Lamas,
La culpa,1969,Mario Savino,
"Che, OVNI",1968,Jorge Sobral,
"Che, OVNI",1968,Erika Wallner,
"Che, OVNI",1968,Marcela López Rey,
"Che, OVNI",1968,Juan Carlos Altavista,
"Che, OVNI",1968,Perla Caron,
"Che, OVNI",1968,Javier Portales,
"Che, OVNI",1968,Eduardo Bergara Leumann,
"Che, OVNI",1968,Zelmar Gueñol,
"Che, OVNI",1968,Juan Díaz,
"Che, OVNI",1968,Francoise Gaben,
"Che, OVNI",1968,Rodolfo Crespi,
"Che, OVNI",1968,Ana María Zar,
"Che, OVNI",1968,Juan Alberto Mateyko,
"Che, OVNI",1968,Julián D'Acosta,
Psexoanálisis,1968,Norman Briski,
Psexoanálisis,1968,Jorge Barreiro,
Psexoanálisis,1968,Elsa Daniel,
Psexoanálisis,1968,Libertad Leblanc,
Psexoanálisis,1968,Malvina Pastorino,
Psexoanálisis,1968,Enzo Viena,
Psexoanálisis,1968,Pepe Soriano,
Psexoanálisis,1968,Soledad Silveyra,
Psexoanálisis,1968,Julio De Grazia,
Psexoanálisis,1968,Juana Hidalgo,
Psexoanálisis,1968,Nelly Prono,
Psexoanálisis,1968,Fabiana Gavel,
Psexoanálisis,1968,David Tonelli,
Psexoanálisis,1968,Jorge Cano,
Psexoanálisis,1968,Mario Savino,
Psexoanálisis,1968,Jorge Grancen,
Psexoanálisis,1968,Carlos Serafino,
Psexoanálisis,1968,Ademar De Gastaldi,
Psexoanálisis,1968,Nya Quesada,
Psexoanálisis,1968,Reina del Carmen,
Psexoanálisis,1968,Ana Matilde,
Psexoanálisis,1968,Susy Marco,
Psexoanálisis,1968,Martha Roldán,
Frente a la vida,1939,José Gola,
Frente a la vida,1939,Pepita Serrador,
Frente a la vida,1939,Susy Derqui,
Frente a la vida,1939,Augusto Codecá,
Frente a la vida,1939,Lalo Harbín,
Frente a la vida,1939,Homero Cárpena,
Frente a la vida,1939,Carlos Fioriti,
Frente a la vida,1939,Camelia De Marcusi,
Frente a la vida,1939,Mecha López,
Frente a la vida,1939,Myrna Mores,
Frente a la vida,1939,Margot Mores,
La inmensidad,2023,Emiliano Candau,
La inmensidad,2023,Florencia Ochiuzzo,
La inmensidad,2023,Leandro Piccolo,
Sueño antártico,2016,Osvaldo Mauro,Himself - Interviewee
